index,expected,prediction,logit_0,logit_1,logit_2,logit_3,logit_4,logit_5,logit_6,logit_7,logit_8,logit_9
59,1,8,-0.514648438,-1.89453125,0.590820312,0.877929688,-0.963867188,-2.32714844,-2.40917969,-2.09179688,2.8125,-0.845703125
60,1,8,-0.772460938,-1.16015625,0.387695312,0.622070312,-1.34277344,-0.638671875,-1.48730469,-1.90332031,2.31933594,-0.840820312
61,1,3,-1.95019531,-0.215820312,0.05859375,1.58886719,-1.64355469,0.923828125,-2.40625,-0.426757812,-0.259765625,0.0595703125
62,1,5,-2.54785156,0.732421875,0.45703125,0.779296875,-1.8984375,1.38476562,-0.920898438,-2.03710938,-0.689453125,-1.26464844
63,1,3,-1.96582031,0.099609375,0.127929688,0.815429688,-0.795898438,0.630859375,-1.71191406,-0.58203125,-0.174804688,-0.270507812
64,1,3,-2.1875,0.0751953125,0.928710938,2.45410156,-4.03808594,1.62695312,-3.74804688,-0.693359375,-0.359375,-0.705078125
65,1,3,-1.28027344,-0.495117188,-0.03125,1.44140625,-1.6796875,0.551757812,-2.61914062,0.633789062,-0.3671875,0.114257812
66,1,7,-1.828125,-1.86914062,-1.34667969,1.06347656,-1.6640625,0.958007812,-4.8515625,2.44921875,-0.510742188,1.29980469
67,1,3,-2.96484375,0.228515625,0.333984375,2.43847656,-2.35253906,0.795898438,-3.09472656,-2.24804688,0.7109375,-0.369140625
68,1,9,-1.61132812,-1.06835938,-0.518554688,-0.0703125,-0.165039062,0.166992188,-2.21582031,-0.220703125,0.346679688,1.02246094
69,1,7,-0.84765625,-2.11621094,-1.62988281,0.326171875,-4.03125,2.70410156,-4.4765625,3.77148438,-1.1484375,-0.0068359375
70,1,3,-1.83300781,-1.62988281,0.0986328125,2.609375,-4.30273438,1.29003906,-4.79003906,1.13183594,-0.114257812,0.267578125
71,1,7,-1.28515625,-1.60546875,-0.37109375,1.52832031,-3.51855469,1.44140625,-4.31054688,1.94433594,-0.548828125,0.491210938
72,1,7,-1.69628906,-1.47558594,-0.712890625,1.50585938,-2.60351562,1.11621094,-4.69628906,2.375,-0.830078125,0.677734375
73,1,3,-2.0625,-0.341796875,-0.3125,0.853515625,-0.540039062,0.389648438,-2.31054688,-0.268554688,-0.387695312,0.435546875
74,1,8,-0.982421875,-1.57421875,0.190429688,0.750976562,-2.48144531,0.470703125,-1.671875,-2.13964844,2.71679688,-0.634765625
75,1,2,-2.89746094,1.25683594,1.91992188,0.8671875,-1.78710938,1.63476562,0.213867188,-4.97753906,-3.31933594,-4.39160156
76,1,9,-1.20507812,-1.88671875,-1.32421875,-0.557617188,-0.801757812,0.899414062,-2.87695312,-0.166015625,1.18945312,1.49316406
77,1,3,-2.36035156,-1.26464844,-0.369140625,3.12988281,-2.08789062,-0.288085938,-5.06347656,-1.07519531,1.14550781,0.856445312
78,1,3,-2.08984375,-1.20898438,0.052734375,3.00585938,-3.99414062,0.932617188,-5.72558594,1.16308594,-0.224609375,0.368164062
79,1,8,-0.788085938,-1.73535156,0.0400390625,-0.9609375,-1.47070312,-0.299804688,0.182617188,-4.01269531,3.95507812,-1.78222656
80,1,8,2.33398438,-4.70214844,0.931640625,-2.61328125,-1.40917969,-2.703125,-1.0546875,-2.31738281,3.62792969,-1.65136719
81,1,9,-1.65039062,-1.51855469,-0.9453125,0.208007812,-0.8671875,1.359375,-2.25585938,-0.455078125,0.540039062,1.43847656
82,1,7,-1.54492188,-1.42773438,-0.301757812,1.74804688,-3.59863281,1.30761719,-4.49121094,1.89257812,-0.32421875,0.306640625
83,1,3,-2.1953125,0.291992188,0.392578125,1.56152344,-1.21484375,0.303710938,-2.55371094,-0.62890625,-0.240234375,-0.25
84,1,8,2.04101562,-2.54492188,1.62988281,-2.2578125,-2.6875,-2.19335938,0.740234375,-4.04199219,3.546875,-3.94628906
85,1,7,-1.65820312,-1.74707031,-1.5,1.0625,-2.23925781,1.37402344,-4.75195312,2.78320312,-0.809570312,0.875976562
86,1,9,-1.51074219,-2.49316406,-1.57617188,0.606445312,-1.63183594,1.93164062,-3.13476562,-0.491210938,0.672851562,2.00683594
87,1,3,-2.03808594,-1.52636719,-0.157226562,2.42480469,-3.24707031,0.62890625,-4.46484375,0.622070312,0.412109375,0.913085938
88,1,8,-0.111328125,-1.73535156,0.724609375,-0.283203125,-1.09960938,-1.78515625,-1.4765625,-1.87597656,3.18847656,-1.18652344
89,1,3,-1.91210938,-1.43066406,0.333007812,2.35839844,-3.70898438,0.440429688,-5.04589844,1.94921875,0.072265625,0.173828125
90,1,5,-1.12402344,-1.53222656,0.22265625,1.54589844,-4.24902344,1.75683594,-3.86328125,0.991210938,-0.387695312,0.14453125
91,1,3,-2.09082031,-0.227539062,0.248046875,1.45117188,-1.10644531,0.661132812,-2.27929688,-0.603515625,-0.301757812,-0.262695312
92,1,3,-2.41113281,-0.3359375,0.212890625,1.54492188,-0.859375,-0.0751953125,-2.82128906,-1.046875,0.713867188,-0.0419921875
93,1,8,2.3671875,-3.90039062,1.4609375,-2.42578125,-1.71972656,-4.34570312,-0.930664062,-3.58691406,5.18945312,-3.49609375
94,1,7,-1.03320312,-1.57617188,-1.15136719,0.569335938,-3.04589844,1.93847656,-3.97363281,2.94921875,-1.01074219,0.208007812
95,1,3,-1.92578125,-2.33789062,-0.543945312,1.99414062,-0.995117188,-0.921875,-6.04882812,1.04199219,0.186523438,1.921875
96,1,7,-0.55078125,-2.59277344,-0.89453125,0.2578125,-2.74121094,1.57226562,-3.59375,2.29882812,0.126953125,0.608398438
97,1,3,-1.8046875,-0.275390625,0.0703125,1.56738281,-1.38964844,0.73828125,-2.40039062,-0.280273438,-0.354492188,0.07421875
98,1,3,-2.09863281,-0.2421875,0.579101562,2.39355469,-3.46484375,1.04394531,-4.01855469,0.134765625,-0.22265625,-0.296875
99,1,5,-1.39550781,-1.54785156,-0.766601562,1.12792969,-3.38183594,1.81445312,-3.99902344,1.80566406,-0.336914062,0.525390625
100,2,8,1.09667969,-2.30859375,0.538085938,-2.09179688,-1.56054688,-1.08105469,0.993164062,-3.47167969,3.40332031,-2.50292969
101,2,5,-1.47167969,-0.727539062,0.544921875,0.680664062,-0.772460938,0.748046875,-1.33398438,-0.309570312,-0.284179688,-0.37109375
102,2,7,-1.59863281,-1.14355469,0.836914062,2.01757812,-4.08886719,0.422851562,-5.26074219,2.74804688,-0.3984375,-0.240234375
103,2,3,-1.51953125,-1.40039062,0.576171875,1.75097656,-2.97558594,0.90625,-3.33886719,1.09765625,-0.509765625,0.03515625
104,2,8,-1.75878906,-1.02929688,-0.14453125,0.305664062,-0.268554688,-0.146484375,-1.91015625,-0.874023438,1.42089844,0.26953125
105,2,7,-1.31347656,-0.818359375,0.172851562,1.09082031,-2.16308594,0.89453125,-3.00488281,1.42480469,-0.717773438,0.046875
106,2,3,-3.63476562,1.22167969,0.250976562,2.74414062,-2.1015625,1.48242188,-3.69140625,-2.42089844,-1.06738281,-0.459960938
107,2,5,-2.16601562,-0.83203125,-0.9453125,0.861328125,-1.05078125,1.68554688,-2.38769531,-1.27929688,0.423828125,0.920898438
108,2,3,-2.10546875,-1.20703125,-0.087890625,1.74121094,-1.6796875,0.765625,-3.62792969,0.108398438,-0.0029296875,1.04785156
109,2,3,-2.60546875,-0.831054688,-0.110351562,1.67871094,-0.704101562,0.903320312,-2.63867188,-1.08496094,-0.126953125,0.359375
110,2,3,-2.24414062,-1.16601562,0.0361328125,1.26269531,-0.064453125,-0.060546875,-3.18261719,-0.36328125,0.0166015625,0.428710938
111,2,5,-1.77929688,-1,-0.470703125,1.21972656,-1.63964844,1.41210938,-2.50976562,-0.354492188,0,0.798828125
112,2,8,0.161132812,-2.65722656,0.787109375,-1.01464844,-0.44921875,-1.38867188,-0.427734375,-2.24121094,2.32910156,-1.13378906
113,2,5,-2.25390625,-1.18359375,0.009765625,1.11132812,-0.702148438,1.34179688,-1.7109375,-1.18847656,-0.080078125,0.149414062
114,2,3,-3.13183594,-0.838867188,-0.365234375,1.84667969,-0.455078125,0.6796875,-3.64648438,-0.953125,-0.193359375,0.606445312
115,2,3,-1.82226562,-0.267578125,0.435546875,1.9609375,-2.484375,1.17871094,-2.80078125,-0.353515625,-0.516601562,-0.233398438
116,2,3,-2.17480469,0.369140625,0.963867188,2.23535156,-4.18652344,2.1875,-2.33105469,-2.69726562,-0.284179688,-1.40722656
117,2,3,-1.80566406,-1.34960938,0.286132812,2.12988281,-2.44921875,0.642578125,-3.83496094,0.83203125,-0.306640625,0.407226562
118,2,3,-2.18457031,-0.877929688,0.3203125,1.31542969,-0.522460938,0.12890625,-3.09179688,-0.140625,-0.174804688,0.310546875
119,2,3,-2.71777344,-0.325195312,-0.711914062,2.51660156,-1.57324219,1.22558594,-2.64160156,-2.63671875,0.205078125,0.51171875
120,2,8,-1.37792969,-1.95898438,-1.03515625,-0.625,-0.06640625,-0.263671875,-2.92578125,-0.202148438,1.58007812,1.05761719
121,2,8,-1.71289062,-1.69824219,0.6484375,0.668945312,-0.985351562,-0.436523438,-2.03222656,-0.985351562,1.93554688,0.169921875
122,2,3,-2.06835938,-0.3359375,0.064453125,1.79296875,-1.79199219,1.24902344,-2.37988281,-0.764648438,-0.32421875,-0.095703125
123,2,3,-2.59570312,-0.860351562,-0.237304688,1.62011719,-0.8828125,0.27734375,-2.77539062,-1.86914062,1.45703125,0.466796875
124,2,5,-1.80566406,-2.70214844,-1.1015625,0.909179688,-2.04882812,1.90429688,-3.66015625,-0.083984375,0.494140625,1.89355469
125,2,3,-1.30566406,-1.48535156,0.125976562,2.12402344,-1.54101562,-1.11230469,-4.01757812,-1.05566406,1.625,0.452148438
126,2,8,1.98828125,-3.44824219,0.899414062,-1.87890625,-1.87304688,-2.9609375,-0.237304688,-3.81445312,4.71972656,-2.95898438
127,2,3,-2.68457031,0.594726562,1.01171875,2.65332031,-3.97265625,2.02734375,-1.58691406,-4.57128906,-0.69921875,-1.75683594
128,2,3,-1.91992188,-0.768554688,0.65234375,0.973632812,-0.96484375,0.685546875,-1.640625,-0.4140625,-0.309570312,-0.486328125
129,2,3,-2.44042969,-0.662109375,-0.106445312,1.64746094,-0.947265625,0.971679688,-2.35449219,-1.25878906,0.037109375,0.299804688
130,2,3,-2.13378906,-0.163085938,0.181640625,1.70800781,-1.43652344,0.83984375,-2.51464844,-0.982421875,-0.159179688,0.284179688
131,2,7,-1.54882812,-0.809570312,0.791015625,1.88476562,-2.44335938,-0.247070312,-4.24316406,1.92578125,-0.301757812,-0.0498046875
132,2,8,1.68945312,-2.96191406,0.891601562,-2.27050781,-1.44628906,-2.63867188,-0.5234375,-2.81542969,4.37207031,-2.33886719
133,2,5,-2.20019531,0.307617188,0.392578125,1.24414062,-1.17285156,1.59863281,-0.856445312,-2.82128906,-1.52539062,-1.18945312
134,2,3,-3.09570312,-0.387695312,-0.345703125,1.80664062,-0.76171875,0.6953125,-3.24414062,-1.21191406,0.0537109375,0.41796875
135,2,3,-2.30371094,0.19921875,0.998046875,2.51757812,-3.53125,1.28222656,-2.484375,-2.29492188,0.220703125,-1.40820312
136,2,7,-1.15234375,-2.88769531,-2.34863281,0.5234375,-4.77441406,3.56152344,-5.21875,3.98535156,-1.13574219,0.28515625
137,2,3,-1.55859375,-1.5234375,0.17578125,1.97070312,-2.93457031,0.834960938,-3.62890625,0.690429688,0.01171875,0.537109375
138,2,5,-1.40527344,-1.68261719,-1.24414062,0.698242188,-2.2109375,1.86132812,-3.49316406,1.10351562,-0.243164062,1.15136719
139,2,8,2.51269531,-4.25976562,0.418945312,-3.08886719,-1.83496094,-2.57421875,-1.63671875,-1.72851562,5.08789062,-1.83496094
140,2,3,-2.40625,-0.711914062,0.048828125,1.55175781,-0.681640625,0.431640625,-2.86035156,-0.790039062,0.0810546875,0.125976562
141,2,3,-2.29003906,-0.673828125,0.833984375,1.02929688,-0.883789062,0.44921875,-1.98535156,-0.50390625,0.0703125,-0.684570312
142,2,3,-2.7265625,0.399414062,1.20019531,2.87109375,-4.83300781,2.21875,-2.88574219,-3.16308594,-0.0703125,-1.68554688
143,2,3,-1.80371094,-0.333984375,-0.176757812,0.952148438,-0.6953125,0.926757812,-1.70800781,-0.5625,-0.362304688,0.26953125
144,2,7,-1.81933594,-1.81445312,0.330078125,2.33691406,-3.54882812,0.1484375,-6.14160156,2.99707031,-0.365234375,0.2890625
145,2,5,-0.80078125,-2.20605469,-1.05078125,0.775390625,-2.55371094,2.23144531,-2.53613281,0.409179688,-0.192382812,0.743164062
146,2,8,2.29101562,-3.96484375,0.579101562,-3.12304688,-1.15625,-2.61621094,-0.30859375,-2.89746094,4.47851562,-2.21484375
147,2,3,-2.74023438,0.267578125,0.192382812,1.8984375,-1.90234375,1.67773438,-1.54296875,-3.19628906,-0.381835938,-0.573242188
148,2,3,-2.1640625,-1.61328125,-0.0205078125,3.12109375,-4.09960938,1.23535156,-5.671875,1.02539062,-0.252929688,0.541992188
149,2,8,-2.6015625,-0.895507812,0.234375,0.604492188,-0.171875,0.438476562,-1.58105469,-1.46289062,0.780273438,-0.162109375
150,3,5,-1.48339844,-1.26367188,-0.90234375,0.318359375,-1.63867188,1.97265625,-2.11425781,0.247070312,-0.163085938,0.803710938
151,3,3,-1.76171875,-1.70507812,0.163085938,2.47363281,-3.65625,1.03515625,-4.58886719,0.966796875,-0.0830078125,0.524414062
152,3,3,-2.36035156,0.0185546875,0.470703125,1.7421875,-2.22265625,1.35546875,-1.91308594,-2.04492188,0.284179688,-0.462890625
153,3,8,1.22753906,-2.33789062,1.07519531,-1.29101562,-2.40820312,-1.22949219,0.685546875,-3.96679688,2.984375,-2.92089844
154,3,3,-1.90039062,0.044921875,0.23828125,1.27539062,-1.21679688,0.79296875,-1.8125,-1,-0.100585938,-0.0791015625
155,3,3,-2.20703125,-0.290039062,0.310546875,1.31835938,-1.09863281,0.583007812,-2.45898438,-0.618164062,-0.0146484375,0.166992188
156,3,3,-1.7734375,-0.923828125,0.189453125,0.63671875,-0.182617188,0.6171875,-1.63085938,-0.471679688,-0.239257812,-0.001953125
157,3,7,-3.53515625,-2.22460938,-3.55566406,1.55175781,-2.671875,3.20507812,-6.82617188,3.5703125,-1.76074219,1.23828125
158,3,8,2.27929688,-4.37890625,0.501953125,-3.37402344,-0.966796875,-2.41992188,0.0029296875,-3.25,4.41796875,-2.06933594
159,3,8,2.58007812,-4.29296875,0.416992188,-3.49121094,-1.48632812,-2.50585938,-1.04785156,-2.12597656,5.03613281,-2.0078125
